block_id,task_id,activity_type,dept,asset_type,section_id,line_type,km,asset_age_years,days_since_maintenance,severity,crew_type,crew_experience_band,tasks_in_block,block_permits,start_hour,is_night,month,is_monsoon,access_difficulty,nominal_duration_min,actual_duration_min,overran,overrun_min,overrun_reason
H002017,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,C,4,power_block|traffic_block,0,1,1,0,hard,240,395,1,155,late_start
H002018,ENG-068,ENG_TAMPING,ENG,track_segment,MAIN08,double,106.63,20.2,186,routine,track_machine,A,2,power_block|traffic_block,13,0,7,1,moderate,120,110,0,0,
H002019,ENG-011,ENG_TAMPING,ENG,track_segment,MAIN11,double,159.07,20.4,99,routine,track_machine,B,1,power_block|traffic_block,19,0,10,0,moderate,120,90,0,0,
H002020,SNT-018,SNT_SIGNAL_TESTING,SNT,signal,MAIN08,double,118.68,9.3,250,important,signal_team,C,3,disconnection,6,0,9,1,easy,45,60,1,15,traffic_clearance
H002021,ENG-027,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,166.16,4.0,285,important,track_machine,B,2,power_block|traffic_block,11,0,10,0,easy,240,150,0,0,
H002022,TRD-013,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,2.05,31.6,802,critical,ohe_team,A,4,power_block,12,0,1,0,hard,105,95,0,0,
H002023,ENG-003,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,26.3,28.6,359,critical,track_gang,C,2,traffic_block,0,1,1,0,easy,90,95,1,5,traffic_clearance
H002024,ENG-022,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,123.09,3.7,268,important,track_gang,B,1,power_block|traffic_block,10,0,7,1,moderate,150,125,0,0,
H002025,TRD-067,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,173.98,24.3,710,critical,ohe_team,A,5,power_block,19,0,6,1,moderate,75,65,0,0,
H002026,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,A,1,disconnection,13,0,5,0,hard,30,20,0,0,
H002027,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,B,2,power_block,22,0,5,0,easy,90,60,0,0,
H002028,TRD-038,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN03,double,42.62,21.8,612,critical,ohe_team,A,3,power_block,15,0,10,0,moderate,75,50,0,0,
H002029,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,B,4,traffic_block,23,1,5,0,easy,120,120,0,0,
H002030,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,C,3,traffic_block,23,1,2,0,easy,120,265,1,145,scope
H002031,TRD-041,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,147.8,9.1,621,critical,ohe_team,B,1,power_block,0,1,10,0,easy,75,55,0,0,
H002032,SNT-033,SNT_SIGNAL_TESTING,SNT,signal,MAIN01,double,4.09,11.5,299,critical,signal_team,B,2,disconnection,7,0,12,0,moderate,45,40,0,0,
H002033,TRD-029,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,111.36,15.2,408,important,ohe_team,C,1,power_block,11,0,1,0,moderate,105,120,1,15,traffic_clearance
H002034,SNT-001,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN01,double,0.88,3.0,227,important,signal_team,C,3,disconnection,14,0,7,1,easy,60,60,0,0,
H002035,TRD-023,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,137.35,26.0,222,routine,ohe_team,B,1,power_block,1,1,9,1,moderate,90,95,1,5,scope
H002036,TRD-022,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.17,16.2,350,routine,ohe_team,B,3,power_block,3,1,10,0,moderate,90,70,0,0,
H002037,TRD-059,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,26.91,29.2,387,important,ohe_team,A,1,power_block,16,0,5,0,easy,90,65,0,0,
H002038,TRD-002,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,14.66,21.0,234,routine,ohe_team,A,3,power_block,3,1,3,0,easy,90,65,0,0,
H002039,TRD-005,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,49.05,0.9,736,critical,ohe_team,C,1,power_block,7,0,11,0,easy,75,70,0,0,
H002040,SNT-030,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN08,double,106.07,31.0,236,important,signal_team,B,2,disconnection,17,0,5,0,easy,60,55,0,0,
H002041,TRD-009,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,117.14,12.8,668,important,ohe_team,C,2,power_block,16,0,10,0,hard,90,85,0,0,
H002042,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,C,1,traffic_block,12,0,9,1,easy,120,115,0,0,
H002043,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,C,1,power_block|traffic_block,16,0,9,1,moderate,240,480,1,240,traffic_clearance
H002044,ENG-017,ENG_BRIDGE_INSPECTION,ENG,bridge,MAIN09,double,125.36,8.7,448,critical,bridge_gang,C,5,traffic_block,9,0,5,0,moderate,150,160,1,10,traffic_clearance
H002045,ENG-075,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,79.02,2.0,252,important,track_machine,A,1,power_block|traffic_block,12,0,11,0,moderate,240,170,0,0,
H002046,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,A,2,power_block|traffic_block,15,0,7,1,easy,240,235,0,0,
H002047,ENG-011,ENG_TAMPING,ENG,track_segment,MAIN11,double,159.07,20.4,99,routine,track_machine,B,1,power_block|traffic_block,21,0,7,1,moderate,120,115,0,0,
H002048,ENG-037,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,81.88,14.0,361,important,track_machine,B,1,power_block|traffic_block,23,1,1,0,easy,240,215,0,0,
H002049,SNT-031,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,41.46,22.2,269,critical,signal_team,B,4,disconnection,21,0,3,0,easy,45,40,0,0,
H002050,TRD-052,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,42.64,9.1,403,routine,ohe_team,C,4,power_block,3,1,9,1,hard,90,105,1,15,traffic_clearance
H002051,ENG-071,ENG_WELD_REPAIR,ENG,track_segment,MAIN07,double,96.73,15.2,338,important,track_gang,C,1,traffic_block,15,0,2,0,easy,105,95,0,0,
H002052,ENG-013,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,18.41,23.9,199,important,track_gang,B,1,traffic_block,2,1,11,0,easy,75,60,0,0,
H002053,ENG-070,ENG_TAMPING,ENG,track_segment,MAIN03,double,38.08,27.7,27,important,track_machine,B,1,power_block|traffic_block,3,1,3,0,moderate,120,95,0,0,
H002054,SNT-030,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN08,double,106.07,31.0,236,important,signal_team,C,4,disconnection,6,0,1,0,easy,60,125,1,65,scope
H002055,TRD-030,TRD_TENSIONING,TRD,ohe_section,MAIN09,double,125.95,5.9,427,critical,ohe_tower_car,B,1,power_block|traffic_block,23,1,6,1,hard,105,110,1,5,scope
H002056,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,A,3,power_block|traffic_block,15,0,10,0,moderate,105,130,1,25,weather
H002057,TRD-052,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH03,single,42.64,9.1,403,routine,ohe_team,A,1,power_block,8,0,9,1,moderate,90,105,1,15,traffic_clearance
H002058,TRD-071,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN03,double,45.07,0.6,420,important,ohe_tower_car,B,1,power_block|traffic_block,18,0,10,0,moderate,195,245,1,50,material
H002059,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,B,2,power_block|traffic_block,7,0,6,1,moderate,225,260,1,35,late_start
H002060,ENG-072,ENG_TAMPING,ENG,track_segment,MAIN09,double,131.92,28.8,375,critical,track_machine,A,3,power_block|traffic_block,21,0,6,1,easy,105,160,1,55,late_start
H002061,ENG-023,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN09,double,121.66,9.0,268,routine,track_machine,B,2,power_block|traffic_block,18,0,6,1,moderate,195,170,0,0,
H002062,TRD-040,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,23.63,7.9,596,important,ohe_team,B,5,power_block,4,1,7,1,easy,90,95,1,5,scope
H002063,TRD-069,TRD_OHE_INSULATOR,TRD,ohe_section,BRCH01,single,2.9,26.1,330,critical,ohe_team,B,2,power_block,4,1,1,0,easy,45,55,1,10,scope
H002064,ENG-068,ENG_TAMPING,ENG,track_segment,MAIN08,double,106.63,20.2,186,routine,track_machine,B,2,power_block|traffic_block,22,0,11,0,hard,120,100,0,0,
H002065,ENG-017,ENG_BRIDGE_INSPECTION,ENG,bridge,MAIN09,double,125.36,8.7,448,critical,bridge_gang,B,3,traffic_block,1,1,10,0,moderate,150,155,1,5,traffic_clearance
H002066,SNT-018,SNT_SIGNAL_TESTING,SNT,signal,MAIN08,double,118.68,9.3,250,important,signal_team,B,3,disconnection,0,1,10,0,easy,45,40,0,0,
H002067,TRD-010,TRD_TENSIONING,TRD,ohe_section,MAIN01,double,5.24,15.9,261,critical,ohe_tower_car,A,4,power_block|traffic_block,2,1,11,0,moderate,105,85,0,0,
H002068,ENG-014,ENG_TAMPING,ENG,track_segment,MAIN06,double,87.89,9.3,290,critical,track_machine,B,1,power_block|traffic_block,12,0,10,0,moderate,105,105,0,0,
H002069,TRD-010,TRD_TENSIONING,TRD,ohe_section,MAIN01,double,5.24,15.9,261,critical,ohe_tower_car,B,3,power_block|traffic_block,20,0,5,0,moderate,105,80,0,0,
H002070,ENG-048,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,165.16,31.3,128,important,track_machine,A,3,power_block|traffic_block,3,1,4,0,easy,225,165,0,0,
H002071,ENG-022,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,123.09,3.7,268,important,track_gang,A,1,power_block|traffic_block,2,1,4,0,easy,150,155,1,5,scope
H002072,TRD-045,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,51.33,23.6,751,critical,ohe_team,A,3,power_block,8,0,2,0,easy,90,75,0,0,
H002073,ENG-074,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,15.43,14.7,285,critical,track_machine,B,1,power_block|traffic_block,21,0,10,0,moderate,240,195,0,0,
H002074,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,B,3,traffic_block,2,1,11,0,easy,120,120,0,0,
H002075,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,A,4,power_block|traffic_block,8,0,4,0,hard,240,455,1,215,material
H002076,SNT-011,SNT_SIGNAL_TESTING,SNT,signal,MAIN03,double,37.09,8.1,228,important,signal_team,B,5,disconnection,7,0,4,0,moderate,30,50,1,20,material
H002077,ENG-016,ENG_TAMPING,ENG,track_segment,DIV01,single,115.53,1.7,287,important,track_machine,B,5,power_block|traffic_block,5,0,9,1,hard,120,180,1,60,scope
H002078,TRD-066,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH01,single,0.71,24.1,570,important,ohe_team,A,5,power_block,12,0,11,0,moderate,90,65,0,0,
H002079,TRD-032,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,110.65,22.0,451,important,ohe_team,C,1,power_block,7,0,5,0,easy,90,65,0,0,
H002080,ENG-035,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN05,double,73.97,21.5,329,critical,track_machine,A,3,power_block|traffic_block,16,0,5,0,moderate,210,170,0,0,
H002081,ENG-066,ENG_WELD_REPAIR,ENG,track_segment,BRCH04,single,44.44,16.9,370,critical,track_gang,B,3,traffic_block,4,1,8,1,easy,75,190,1,115,late_start
H002082,TRD-008,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,138.72,31.9,747,critical,ohe_team,A,1,power_block,17,0,2,0,hard,90,130,1,40,scope
H002083,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,B,1,power_block,3,1,11,0,easy,90,55,0,0,
H002084,ENG-007,ENG_TAMPING,ENG,track_segment,MAIN06,double,86.45,31.2,298,critical,track_machine,B,4,power_block|traffic_block,23,1,9,1,moderate,105,195,1,90,late_start
H002085,ENG-033,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,130.15,26.1,34,routine,track_gang,C,2,power_block|traffic_block,2,1,9,1,moderate,165,220,1,55,late_start
H002086,TRD-047,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,110.48,18.9,664,important,ohe_team,A,1,power_block,14,0,6,1,moderate,75,55,0,0,
H002087,TRD-054,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,98.01,13.3,494,routine,ohe_team,A,3,power_block,5,0,5,0,moderate,90,95,1,5,crew
H002088,TRD-012,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,48.94,9.7,786,critical,ohe_team,C,3,power_block,14,0,8,1,hard,75,95,1,20,scope
H002089,ENG-024,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN07,double,91.27,24.1,368,critical,track_machine,C,5,power_block|traffic_block,11,0,8,1,hard,240,470,1,230,material
H002090,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,B,4,power_block|traffic_block,10,0,11,0,easy,225,225,0,0,
H002091,ENG-063,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH03,single,42.71,25.7,303,critical,track_gang,A,2,power_block|traffic_block,21,0,9,1,hard,195,210,1,15,traffic_clearance
H002092,ENG-045,ENG_TAMPING,ENG,track_segment,MAIN01,double,15.33,10.4,175,routine,track_machine,B,3,power_block|traffic_block,4,1,12,0,moderate,105,110,1,5,scope
H002093,TRD-004,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,165.59,27.9,266,important,ohe_team,B,2,power_block,0,1,7,1,hard,75,95,1,20,late_start
H002094,ENG-043,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,53.76,24.9,353,important,track_machine,B,4,power_block|traffic_block,7,0,9,1,moderate,240,450,1,210,scope
H002095,TRD-032,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,110.65,22.0,451,important,ohe_team,A,5,power_block,0,1,7,1,moderate,90,80,0,0,
H002096,TRD-034,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,145.63,8.9,495,important,ohe_team,C,3,power_block,9,0,8,1,moderate,75,75,0,0,
H002097,SNT-013,SNT_CABLE_WORK,SNT,signal,BRCH01,single,12.84,12.4,282,critical,signal_team,C,3,traffic_block,1,1,2,0,easy,120,115,0,0,
H002098,TRD-014,TRD_CONTACT_WIRE,TRD,ohe_section,MAIN05,double,69.21,12.3,235,important,ohe_tower_car,B,1,power_block|traffic_block,22,0,10,0,moderate,180,140,0,0,
H002099,TRD-031,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,46.32,16.6,546,important,ohe_team,B,1,power_block,20,0,6,1,easy,90,60,0,0,
H002100,ENG-021,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH02,single,18.85,28.7,353,critical,track_machine,B,2,power_block|traffic_block,23,1,1,0,easy,195,160,0,0,
H002101,ENG-007,ENG_TAMPING,ENG,track_segment,MAIN06,double,86.45,31.2,298,critical,track_machine,B,2,power_block|traffic_block,9,0,10,0,easy,105,90,0,0,
H002102,TRD-061,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,174.64,31.1,377,important,ohe_team,A,3,power_block,14,0,1,0,easy,90,60,0,0,
H002103,SNT-032,SNT_TRACK_CIRCUIT,SNT,track_circuit,MAIN09,double,131.21,7.9,129,routine,signal_team,A,5,disconnection,6,0,11,0,hard,60,70,1,10,material
H002104,ENG-041,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,106.52,29.8,172,routine,track_gang,A,1,traffic_block,18,0,7,1,easy,75,55,0,0,
H002105,TRD-061,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,174.64,31.1,377,important,ohe_team,C,2,power_block,5,0,3,0,moderate,90,85,0,0,
H002106,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,B,1,power_block|traffic_block,7,0,2,0,moderate,240,225,0,0,
H002107,ENG-069,ENG_TAMPING,ENG,track_segment,MAIN10,double,140.16,18.9,184,important,track_machine,C,3,power_block|traffic_block,12,0,2,0,easy,120,115,0,0,
H002108,ENG-011,ENG_TAMPING,ENG,track_segment,MAIN11,double,159.07,20.4,99,routine,track_machine,B,1,power_block|traffic_block,11,0,1,0,easy,120,80,0,0,
H002109,ENG-018,ENG_BALLAST_SCREENING,ENG,track_segment,DIV01,single,113.72,6.7,305,critical,track_machine,C,2,power_block|traffic_block,13,0,4,0,hard,240,330,1,90,scope
H002110,SNT-028,SNT_CABLE_WORK,SNT,signal,MAIN10,double,145.81,15.1,62,routine,signal_team,B,2,traffic_block,16,0,7,1,easy,120,175,1,55,weather
H002111,ENG-021,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH02,single,18.85,28.7,353,critical,track_machine,B,1,power_block|traffic_block,12,0,3,0,moderate,195,165,0,0,
H002112,ENG-072,ENG_TAMPING,ENG,track_segment,MAIN09,double,131.92,28.8,375,critical,track_machine,B,1,power_block|traffic_block,4,1,11,0,moderate,105,100,0,0,
H002113,TRD-070,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,179.91,17.3,254,routine,ohe_team,C,2,power_block,21,0,8,1,moderate,90,90,0,0,
H002114,ENG-041,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,106.52,29.8,172,routine,track_gang,A,3,traffic_block,10,0,2,0,easy,75,45,0,0,
H002115,TRD-035,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN01,double,6.29,0.7,659,critical,ohe_team,B,2,power_block,18,0,8,1,moderate,75,65,0,0,
H002116,ENG-019,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN04,double,59.74,28.1,300,important,track_machine,A,1,power_block|traffic_block,23,1,6,1,easy,225,220,0,0,
H002117,SNT-025,SNT_TRACK_CIRCUIT,SNT,track_circuit,DIV01,single,111.24,16.2,386,important,signal_team,A,2,disconnection,21,0,6,1,moderate,45,35,0,0,
H002118,TRD-020,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,16.52,25.2,565,critical,ohe_team,B,1,power_block,12,0,5,0,moderate,75,70,0,0,
H002119,ENG-051,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,154.21,26.8,302,critical,track_machine,B,1,power_block|traffic_block,18,0,7,1,easy,240,225,0,0,
H002120,TRD-025,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,89.26,7.6,352,important,ohe_team,A,3,power_block,23,1,2,0,easy,90,60,0,0,
H002121,ENG-026,ENG_TAMPING,ENG,track_segment,MAIN11,double,177.25,10.6,349,critical,track_machine,A,2,power_block|traffic_block,16,0,2,0,moderate,135,100,0,0,
H002122,ENG-053,ENG_LC_MAINTENANCE,ENG,level_crossing,BRCH04,single,47.4,10.1,219,critical,track_gang,C,1,traffic_block,1,1,2,0,moderate,60,70,1,10,late_start
H002123,ENG-015,ENG_BALLAST_SCREENING,ENG,track_segment,BRCH01,single,1.03,22.6,192,routine,track_machine,A,1,power_block|traffic_block,16,0,2,0,easy,210,120,0,0,
H002124,ENG-052,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,158.13,17.6,133,important,track_gang,B,2,traffic_block,6,0,9,1,moderate,75,85,1,10,material
H002125,ENG-005,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,169.9,24.1,322,critical,track_machine,B,5,power_block|traffic_block,19,0,2,0,moderate,210,480,1,270,weather
H002126,ENG-039,ENG_WELD_REPAIR,ENG,track_segment,MAIN01,double,5.4,9.8,261,important,track_gang,A,1,traffic_block,14,0,2,0,easy,75,35,0,0,
H002127,SNT-016,SNT_POINT_OVERHAUL,SNT,point_machine,MAIN08,double,112.37,14.0,228,critical,signal_team,C,5,disconnection|traffic_block,23,1,1,0,moderate,90,145,1,55,scope
H002128,ENG-049,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,167.52,12.1,194,important,track_gang,A,2,traffic_block,22,0,12,0,moderate,75,45,0,0,
H002129,TRD-015,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN09,double,132.53,20.4,189,routine,ohe_team,C,1,power_block,13,0,3,0,easy,75,65,0,0,
H002130,TRD-048,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN08,double,116.54,15.3,429,critical,ohe_team,C,2,power_block,12,0,10,0,moderate,90,190,1,100,material
H002131,ENG-005,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN11,double,169.9,24.1,322,critical,track_machine,B,1,power_block|traffic_block,8,0,1,0,moderate,210,200,0,0,
H002132,TRD-046,TRD_MAST_REPAIR,TRD,ohe_mast,DIV01,single,116.32,11.3,398,routine,ohe_team,B,4,power_block,9,0,12,0,moderate,90,80,0,0,
H002133,ENG-073,ENG_WELD_REPAIR,ENG,track_segment,MAIN08,double,118.06,27.8,255,critical,track_gang,C,2,traffic_block,1,1,8,1,easy,75,80,1,5,scope
H002134,TRD-053,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,46.98,19.5,753,critical,ohe_team,B,2,power_block,16,0,2,0,easy,90,70,0,0,
H002135,ENG-057,ENG_LC_MAINTENANCE,ENG,level_crossing,MAIN05,double,68.66,31.2,125,important,track_gang,C,2,traffic_block,4,1,5,0,easy,45,50,1,5,scope
H002136,TRD-024,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,22.72,3.2,700,important,ohe_team,A,1,power_block,3,1,12,0,moderate,90,70,0,0,
H002137,SNT-023,SNT_TRACK_CIRCUIT,SNT,track_circuit,DIV01,single,113.93,27.2,273,important,signal_team,B,3,disconnection,12,0,1,0,easy,45,35,0,0,
H002138,TRD-042,TRD_TENSIONING,TRD,ohe_section,DIV01,single,109.3,14.1,176,routine,ohe_tower_car,B,2,power_block|traffic_block,9,0,11,0,moderate,120,105,0,0,
H002139,TRD-045,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH04,single,51.33,23.6,751,critical,ohe_team,A,1,power_block,18,0,9,1,moderate,90,80,0,0,
H002140,TRD-057,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,24.34,2.1,499,critical,ohe_team,B,4,power_block,16,0,7,1,easy,105,105,0,0,
H002141,TRD-049,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN07,double,95.81,16.1,302,routine,ohe_team,A,1,power_block,5,0,7,1,moderate,90,65,0,0,
H002142,SNT-005,SNT_SIGNAL_TESTING,SNT,signal,BRCH03,single,36.99,7.2,281,important,signal_team,B,3,disconnection,19,0,1,0,hard,45,40,0,0,
H002143,ENG-004,ENG_WELD_REPAIR,ENG,track_segment,BRCH02,single,24.98,21.1,330,critical,track_gang,C,2,traffic_block,16,0,5,0,moderate,75,105,1,30,late_start
H002144,ENG-055,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,20.37,31.7,310,important,track_gang,B,1,traffic_block,5,0,2,0,easy,75,50,0,0,
H002145,ENG-025,ENG_RAIL_RENEWAL,ENG,track_segment,BRCH01,single,12.29,10.3,275,critical,track_gang,A,1,power_block|traffic_block,11,0,5,0,hard,195,160,0,0,
H002146,ENG-074,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN01,double,15.43,14.7,285,critical,track_machine,B,2,power_block|traffic_block,7,0,1,0,moderate,240,200,0,0,
H002147,SNT-007,SNT_AXLE_COUNTER,SNT,track_circuit,MAIN11,double,158.7,16.6,192,important,signal_team,A,3,disconnection|traffic_block,18,0,1,0,hard,60,50,0,0,
H002148,ENG-075,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN06,double,79.02,2.0,252,important,track_machine,C,2,power_block|traffic_block,11,0,11,0,moderate,240,205,0,0,
H002149,ENG-050,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN03,double,43.97,10.4,199,critical,track_machine,A,2,power_block|traffic_block,15,0,5,0,hard,240,210,0,0,
H002150,ENG-022,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN09,double,123.09,3.7,268,important,track_gang,C,1,power_block|traffic_block,18,0,6,1,hard,150,170,1,20,late_start
H002151,ENG-002,ENG_TAMPING,ENG,track_segment,BRCH04,single,52.63,27.0,182,important,track_machine,B,2,power_block|traffic_block,8,0,4,0,easy,105,85,0,0,
H002152,SNT-003,SNT_CABLE_WORK,SNT,signal,BRCH02,single,18.37,5.6,190,routine,signal_team,B,1,traffic_block,19,0,6,1,hard,120,105,0,0,
H002153,ENG-049,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,167.52,12.1,194,important,track_gang,B,2,traffic_block,16,0,12,0,easy,75,45,0,0,
H002154,TRD-063,TRD_MAST_REPAIR,TRD,ohe_mast,BRCH02,single,22.52,3.0,717,routine,ohe_team,B,1,power_block,22,0,12,0,hard,75,60,0,0,
H002155,TRD-008,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN10,double,138.72,31.9,747,critical,ohe_team,A,1,power_block,3,1,4,0,moderate,90,140,1,50,material
H002156,TRD-037,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,161.43,24.0,534,critical,ohe_team,A,3,power_block,11,0,8,1,hard,75,75,0,0,
H002157,ENG-060,ENG_RAIL_RENEWAL,ENG,track_segment,MAIN07,double,97.77,8.6,252,important,track_gang,C,3,power_block|traffic_block,13,0,11,0,moderate,150,280,1,130,crew
H002158,ENG-001,ENG_TAMPING,ENG,track_segment,MAIN08,double,112.23,8.0,244,important,track_machine,A,2,power_block|traffic_block,0,1,8,1,moderate,120,120,0,0,
H002159,ENG-050,ENG_BALLAST_SCREENING,ENG,track_segment,MAIN03,double,43.97,10.4,199,critical,track_machine,A,5,power_block|traffic_block,23,1,1,0,easy,240,420,1,180,late_start
H002160,TRD-020,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN02,double,16.52,25.2,565,critical,ohe_team,C,5,power_block,23,1,7,1,easy,75,115,1,40,late_start
H002161,ENG-020,ENG_WELD_REPAIR,ENG,track_segment,MAIN02,double,25.16,9.3,331,important,track_gang,A,4,traffic_block,21,0,1,0,moderate,75,50,0,0,
H002162,SNT-009,SNT_SIGNAL_TESTING,SNT,signal,MAIN09,double,126.6,30.2,80,routine,signal_team,B,2,disconnection,7,0,1,0,easy,30,20,0,0,
H002163,ENG-052,ENG_WELD_REPAIR,ENG,track_segment,MAIN11,double,158.13,17.6,133,important,track_gang,B,1,traffic_block,9,0,10,0,easy,75,45,0,0,
H002164,ENG-001,ENG_TAMPING,ENG,track_segment,MAIN08,double,112.23,8.0,244,important,track_machine,C,2,power_block|traffic_block,13,0,7,1,easy,120,130,1,10,late_start
H002165,SNT-016,SNT_POINT_OVERHAUL,SNT,point_machine,MAIN08,double,112.37,14.0,228,critical,signal_team,A,4,disconnection|traffic_block,15,0,1,0,easy,90,80,0,0,
H002166,TRD-004,TRD_MAST_REPAIR,TRD,ohe_mast,MAIN11,double,165.59,27.9,266,important,ohe_team,C,2,power_block,22,0,3,0,easy,75,70,0,0,
