asset_id,month_index,asset_type,dept,section_id,line_type,age_years,days_since_maintenance,maintenance_interval_days,overdue_ratio,annual_gmt,criticality,failures_to_date,months_since_last_defect,season,is_monsoon,defect_within_30d,drainage_quality,formation_condition,true_hazard
TRA01227,7,track_segment,ENG,DIV01,single,25.08,13,180,0.072,10.2,2,2,0,monsoon,1,0,0.873,0.526,0.0023
TRA01227,8,track_segment,ENG,DIV01,single,25.17,43,180,0.239,10.2,2,2,1,monsoon,1,0,0.873,0.526,0.0281
TRA01227,9,track_segment,ENG,DIV01,single,25.25,73,180,0.406,10.2,2,2,2,post_monsoon,0,0,0.873,0.526,0.0507
TRA01227,10,track_segment,ENG,DIV01,single,25.33,103,180,0.572,10.2,2,2,3,post_monsoon,0,1,0.873,0.526,0.1003
TRA01227,11,track_segment,ENG,DIV01,single,25.42,7,180,0.039,10.2,2,3,0,post_monsoon,0,0,0.873,0.526,0.0004
TRA01227,12,track_segment,ENG,DIV01,single,25.5,37,180,0.206,10.2,2,3,1,winter,0,0,0.873,0.526,0.0139
TRA01227,13,track_segment,ENG,DIV01,single,25.58,67,180,0.372,10.2,2,3,2,winter,0,0,0.873,0.526,0.0472
TRA01227,14,track_segment,ENG,DIV01,single,25.67,97,180,0.539,10.2,2,3,3,winter,0,0,0.873,0.526,0.0989
TRA01227,15,track_segment,ENG,DIV01,single,25.75,127,180,0.706,10.2,2,3,4,summer,0,1,0.873,0.526,0.1652
TRA01227,16,track_segment,ENG,DIV01,single,25.83,0,180,0.0,10.2,2,4,0,summer,0,0,0.873,0.526,0.0
TRA01227,17,track_segment,ENG,DIV01,single,25.92,30,180,0.167,10.2,2,4,1,summer,1,0,0.873,0.526,0.0162
TRA01227,18,track_segment,ENG,DIV01,single,26.0,60,180,0.333,10.2,2,4,2,monsoon,1,0,0.873,0.526,0.068
TRA01227,19,track_segment,ENG,DIV01,single,26.08,90,180,0.5,10.2,2,4,3,monsoon,1,0,0.873,0.526,0.1539
TRA01227,20,track_segment,ENG,DIV01,single,26.17,120,180,0.667,10.2,2,4,4,monsoon,1,0,0.873,0.526,0.2681
TRA01227,21,track_segment,ENG,DIV01,single,26.25,150,180,0.833,10.2,2,4,5,post_monsoon,0,1,0.873,0.526,0.245
TRA01227,22,track_segment,ENG,DIV01,single,26.33,2,180,0.011,10.2,2,5,0,post_monsoon,0,0,0.873,0.526,0.0
TRA01227,23,track_segment,ENG,DIV01,single,26.42,32,180,0.178,10.2,2,5,1,post_monsoon,0,0,0.873,0.526,0.0123
TRA01228,0,track_segment,ENG,DIV01,single,26.6,290,180,1.611,10.2,2,0,34,winter,0,1,0.778,0.619,0.4078
TRA01228,1,track_segment,ENG,DIV01,single,26.68,5,180,0.028,10.2,2,1,0,winter,0,0,0.778,0.619,0.0002
TRA01228,2,track_segment,ENG,DIV01,single,26.77,35,180,0.194,10.2,2,1,1,winter,0,0,0.778,0.619,0.0102
TRA01228,3,track_segment,ENG,DIV01,single,26.85,65,180,0.361,10.2,2,1,2,summer,0,0,0.778,0.619,0.0367
TRA01228,4,track_segment,ENG,DIV01,single,26.93,95,180,0.528,10.2,2,1,3,summer,0,0,0.778,0.619,0.0785
TRA01228,5,track_segment,ENG,DIV01,single,27.02,125,180,0.694,10.2,2,1,4,summer,1,0,0.778,0.619,0.2189
TRA01228,6,track_segment,ENG,DIV01,single,27.1,155,180,0.861,10.2,2,1,5,monsoon,1,0,0.778,0.619,0.3219
TRA01228,7,track_segment,ENG,DIV01,single,27.18,185,180,1.028,10.2,2,1,6,monsoon,1,0,0.778,0.619,0.431
TRA01228,8,track_segment,ENG,DIV01,single,27.27,215,180,1.194,10.2,2,1,7,monsoon,1,0,0.778,0.619,0.539
TRA01228,9,track_segment,ENG,DIV01,single,27.35,245,180,1.361,10.2,2,1,8,post_monsoon,0,0,0.778,0.619,0.3878
TRA01228,10,track_segment,ENG,DIV01,single,27.43,275,180,1.528,10.2,2,1,9,post_monsoon,0,1,0.778,0.619,0.4417
TRA01228,11,track_segment,ENG,DIV01,single,27.52,9,180,0.05,10.2,2,2,0,post_monsoon,0,0,0.778,0.619,0.0007
TRA01228,12,track_segment,ENG,DIV01,single,27.6,39,180,0.217,10.2,2,2,1,winter,0,0,0.778,0.619,0.0144
TRA01228,13,track_segment,ENG,DIV01,single,27.68,69,180,0.383,10.2,2,2,2,winter,0,0,0.778,0.619,0.0467
TRA01228,14,track_segment,ENG,DIV01,single,27.77,99,180,0.55,10.2,2,2,3,winter,0,0,0.778,0.619,0.0958
TRA01228,15,track_segment,ENG,DIV01,single,27.85,129,180,0.717,10.2,2,2,4,summer,0,1,0.778,0.619,0.1583
TRA01228,16,track_segment,ENG,DIV01,single,27.93,8,180,0.044,10.2,2,3,0,summer,0,0,0.778,0.619,0.0006
TRA01228,17,track_segment,ENG,DIV01,single,28.02,38,180,0.211,10.2,2,3,1,summer,1,0,0.778,0.619,0.025
TRA01228,18,track_segment,ENG,DIV01,single,28.1,68,180,0.378,10.2,2,3,2,monsoon,1,0,0.778,0.619,0.0828
TRA01228,19,track_segment,ENG,DIV01,single,28.18,98,180,0.544,10.2,2,3,3,monsoon,1,0,0.778,0.619,0.1718
TRA01228,20,track_segment,ENG,DIV01,single,28.27,128,180,0.711,10.2,2,3,4,monsoon,1,0,0.778,0.619,0.2854
TRA01228,21,track_segment,ENG,DIV01,single,28.35,158,180,0.878,10.2,2,3,5,post_monsoon,0,1,0.778,0.619,0.2517
TRA01228,22,track_segment,ENG,DIV01,single,28.43,4,180,0.022,10.2,2,4,0,post_monsoon,0,0,0.778,0.619,0.0001
TRA01228,23,track_segment,ENG,DIV01,single,28.52,34,180,0.189,10.2,2,4,1,post_monsoon,0,0,0.778,0.619,0.0132
TRA01229,0,track_segment,ENG,DIV01,single,25.7,65,180,0.361,10.2,2,3,1,winter,0,0,0.513,0.913,0.0443
TRA01229,1,track_segment,ENG,DIV01,single,25.78,95,180,0.528,10.2,2,3,2,winter,0,0,0.513,0.913,0.0947
TRA01229,2,track_segment,ENG,DIV01,single,25.87,125,180,0.694,10.2,2,3,3,winter,0,0,0.513,0.913,0.16
TRA01229,3,track_segment,ENG,DIV01,single,25.95,155,180,0.861,10.2,2,3,4,summer,0,1,0.513,0.913,0.2354
TRA01229,4,track_segment,ENG,DIV01,single,26.03,9,180,0.05,10.2,2,4,0,summer,0,0,0.513,0.913,0.0008
TRA01229,5,track_segment,ENG,DIV01,single,26.12,39,180,0.217,10.2,2,4,1,summer,1,0,0.513,0.913,0.0276
TRA01229,6,track_segment,ENG,DIV01,single,26.2,69,180,0.383,10.2,2,4,2,monsoon,1,0,0.513,0.913,0.0894
TRA01229,7,track_segment,ENG,DIV01,single,26.28,99,180,0.55,10.2,2,4,3,monsoon,1,0,0.513,0.913,0.1836
TRA01229,8,track_segment,ENG,DIV01,single,26.37,129,180,0.717,10.2,2,4,4,monsoon,1,0,0.513,0.913,0.3034
TRA01229,9,track_segment,ENG,DIV01,single,26.45,159,180,0.883,10.2,2,4,5,post_monsoon,0,0,0.513,0.913,0.2705
TRA01229,10,track_segment,ENG,DIV01,single,26.53,189,180,1.05,10.2,2,4,6,post_monsoon,0,0,0.513,0.913,0.3584
TRA01229,11,track_segment,ENG,DIV01,single,26.62,219,180,1.217,10.2,2,4,7,post_monsoon,0,0,0.513,0.913,0.4447
TRA01229,12,track_segment,ENG,DIV01,single,26.7,249,180,1.383,10.2,2,4,8,winter,0,1,0.513,0.913,0.5246
TRA01229,13,track_segment,ENG,DIV01,single,26.78,8,180,0.044,10.2,2,5,0,winter,0,0,0.513,0.913,0.0007
TRA01229,14,track_segment,ENG,DIV01,single,26.87,38,180,0.211,10.2,2,5,1,winter,0,0,0.513,0.913,0.0176
TRA01229,15,track_segment,ENG,DIV01,single,26.95,68,180,0.378,10.2,2,5,2,summer,0,0,0.513,0.913,0.0585
TRA01229,16,track_segment,ENG,DIV01,single,27.03,98,180,0.544,10.2,2,5,3,summer,0,0,0.513,0.913,0.1212
TRA01229,17,track_segment,ENG,DIV01,single,27.12,128,180,0.711,10.2,2,5,4,summer,1,0,0.513,0.913,0.3276
TRA01229,18,track_segment,ENG,DIV01,single,27.2,158,180,0.878,10.2,2,5,5,monsoon,1,1,0.513,0.913,0.4766
TRA01229,19,track_segment,ENG,DIV01,single,27.28,8,180,0.044,10.2,2,6,0,monsoon,1,0,0.513,0.913,0.0012
TRA01229,20,track_segment,ENG,DIV01,single,27.37,38,180,0.211,10.2,2,6,1,monsoon,1,0,0.513,0.913,0.0311
TRA01229,21,track_segment,ENG,DIV01,single,27.45,68,180,0.378,10.2,2,6,2,post_monsoon,0,0,0.513,0.913,0.0634
TRA01229,22,track_segment,ENG,DIV01,single,27.53,98,180,0.544,10.2,2,6,3,post_monsoon,0,0,0.513,0.913,0.1315
TRA01229,23,track_segment,ENG,DIV01,single,27.62,128,180,0.711,10.2,2,6,4,post_monsoon,0,0,0.513,0.913,0.2186
LEV01230,0,level_crossing,ENG,DIV01,single,8.4,193,120,1.608,10.2,3,1,9,winter,0,0,0.699,0.449,0.3711
LEV01230,1,level_crossing,ENG,DIV01,single,8.48,223,120,1.858,10.2,3,1,10,winter,0,1,0.699,0.449,0.4175
LEV01230,2,level_crossing,ENG,DIV01,single,8.57,16,120,0.133,10.2,3,2,0,winter,0,0,0.699,0.449,0.0042
LEV01230,3,level_crossing,ENG,DIV01,single,8.65,46,120,0.383,10.2,3,2,1,summer,0,0,0.699,0.449,0.0373
LEV01230,4,level_crossing,ENG,DIV01,single,8.73,76,120,0.633,10.2,3,2,2,summer,0,0,0.699,0.449,0.1004
LEV01230,5,level_crossing,ENG,DIV01,single,8.82,106,120,0.883,10.2,3,2,3,summer,1,0,0.699,0.449,0.3219
LEV01230,6,level_crossing,ENG,DIV01,single,8.9,136,120,1.133,10.2,3,2,4,monsoon,1,0,0.699,0.449,0.4785
LEV01230,7,level_crossing,ENG,DIV01,single,8.98,166,120,1.383,10.2,3,2,5,monsoon,1,1,0.699,0.449,0.6241
LEV01230,8,level_crossing,ENG,DIV01,single,9.07,17,120,0.142,10.2,3,3,0,monsoon,1,0,0.699,0.449,0.0093
LEV01230,9,level_crossing,ENG,DIV01,single,9.15,47,120,0.392,10.2,3,3,1,post_monsoon,0,0,0.699,0.449,0.0433
LEV01230,10,level_crossing,ENG,DIV01,single,9.23,77,120,0.642,10.2,3,3,2,post_monsoon,0,0,0.699,0.449,0.1144
LEV01230,11,level_crossing,ENG,DIV01,single,9.32,107,120,0.892,10.2,3,3,3,post_monsoon,0,0,0.699,0.449,0.2071
LEV01230,12,level_crossing,ENG,DIV01,single,9.4,137,120,1.142,10.2,3,3,4,winter,0,1,0.699,0.449,0.3062
LEV01230,13,level_crossing,ENG,DIV01,single,9.48,14,120,0.117,10.2,3,4,0,winter,0,0,0.699,0.449,0.0039
LEV01230,14,level_crossing,ENG,DIV01,single,9.57,44,120,0.367,10.2,3,4,1,winter,0,0,0.699,0.449,0.0417
LEV01230,15,level_crossing,ENG,DIV01,single,9.65,74,120,0.617,10.2,3,4,2,summer,0,0,0.699,0.449,0.1168
LEV01230,16,level_crossing,ENG,DIV01,single,9.73,104,120,0.867,10.2,3,4,3,summer,0,0,0.699,0.449,0.2171
LEV01230,17,level_crossing,ENG,DIV01,single,9.82,134,120,1.117,10.2,3,4,4,summer,1,1,0.699,0.449,0.5726
LEV01230,18,level_crossing,ENG,DIV01,single,9.9,6,120,0.05,10.2,3,5,0,monsoon,1,0,0.699,0.449,0.0013
LEV01230,19,level_crossing,ENG,DIV01,single,9.98,36,120,0.3,10.2,3,5,1,monsoon,1,0,0.699,0.449,0.053
LEV01230,20,level_crossing,ENG,DIV01,single,10.07,66,120,0.55,10.2,3,5,2,monsoon,1,1,0.699,0.449,0.1796
LEV01230,21,level_crossing,ENG,DIV01,single,10.15,18,120,0.15,10.2,3,6,0,post_monsoon,0,0,0.699,0.449,0.0077
LEV01230,22,level_crossing,ENG,DIV01,single,10.23,48,120,0.4,10.2,3,6,1,post_monsoon,0,0,0.699,0.449,0.0588
LEV01230,23,level_crossing,ENG,DIV01,single,10.32,78,120,0.65,10.2,3,6,2,post_monsoon,0,0,0.699,0.449,0.1526
BRI01231,0,bridge,ENG,DIV01,single,31.2,496,365,1.359,10.2,5,1,19,winter,0,0,0.596,0.611,0.4137
BRI01231,1,bridge,ENG,DIV01,single,31.28,7,365,0.019,10.2,5,1,20,winter,0,0,0.596,0.611,0.0001
BRI01231,2,bridge,ENG,DIV01,single,31.37,37,365,0.101,10.2,5,1,21,winter,0,0,0.596,0.611,0.0028
BRI01231,3,bridge,ENG,DIV01,single,31.45,67,365,0.184,10.2,5,1,22,summer,0,0,0.596,0.611,0.0098
BRI01231,4,bridge,ENG,DIV01,single,31.53,97,365,0.266,10.2,5,1,23,summer,0,0,0.596,0.611,0.0211
BRI01231,5,bridge,ENG,DIV01,single,31.62,127,365,0.348,10.2,5,1,24,summer,1,0,0.596,0.611,0.0638
BRI01231,6,bridge,ENG,DIV01,single,31.7,157,365,0.43,10.2,5,1,25,monsoon,1,0,0.596,0.611,0.098
BRI01231,7,bridge,ENG,DIV01,single,31.78,187,365,0.512,10.2,5,1,26,monsoon,1,0,0.596,0.611,0.1389
BRI01231,8,bridge,ENG,DIV01,single,31.87,217,365,0.595,10.2,5,1,27,monsoon,1,0,0.596,0.611,0.1856
BRI01231,9,bridge,ENG,DIV01,single,31.95,247,365,0.677,10.2,5,1,28,post_monsoon,0,0,0.596,0.611,0.1368
BRI01231,10,bridge,ENG,DIV01,single,32.03,277,365,0.759,10.2,5,1,29,post_monsoon,0,1,0.596,0.611,0.169
BRI01231,11,bridge,ENG,DIV01,single,32.12,4,365,0.011,10.2,5,2,0,post_monsoon,0,0,0.596,0.611,0.0
BRI01231,12,bridge,ENG,DIV01,single,32.2,34,365,0.093,10.2,5,2,1,winter,0,0,0.596,0.611,0.0027
BRI01231,13,bridge,ENG,DIV01,single,32.28,64,365,0.175,10.2,5,2,2,winter,0,0,0.596,0.611,0.01
BRI01231,14,bridge,ENG,DIV01,single,32.37,94,365,0.258,10.2,5,2,3,winter,0,0,0.596,0.611,0.0223
BRI01231,15,bridge,ENG,DIV01,single,32.45,124,365,0.34,10.2,5,2,4,summer,0,0,0.596,0.611,0.0394
BRI01231,16,bridge,ENG,DIV01,single,32.53,154,365,0.422,10.2,5,2,5,summer,0,0,0.596,0.611,0.0612
BRI01231,17,bridge,ENG,DIV01,single,32.62,184,365,0.504,10.2,5,2,6,summer,1,0,0.596,0.611,0.1514
BRI01231,18,bridge,ENG,DIV01,single,32.7,214,365,0.586,10.2,5,2,7,monsoon,1,0,0.596,0.611,0.2034
BRI01231,19,bridge,ENG,DIV01,single,32.78,244,365,0.668,10.2,5,2,8,monsoon,1,0,0.596,0.611,0.2611
BRI01231,20,bridge,ENG,DIV01,single,32.87,274,365,0.751,10.2,5,2,9,monsoon,1,1,0.596,0.611,0.3235
BRI01231,21,bridge,ENG,DIV01,single,32.95,7,365,0.019,10.2,5,3,0,post_monsoon,0,0,0.596,0.611,0.0001
BRI01231,22,bridge,ENG,DIV01,single,33.03,37,365,0.101,10.2,5,3,1,post_monsoon,0,0,0.596,0.611,0.0035
BRI01231,23,bridge,ENG,DIV01,single,33.12,67,365,0.184,10.2,5,3,2,post_monsoon,0,0,0.596,0.611,0.0123
SIG01232,0,signal,SNT,DIV01,single,24.6,96,150,0.64,10.2,4,1,34,winter,0,0,0.795,0.283,0.1143
SIG01232,1,signal,SNT,DIV01,single,24.68,126,150,0.84,10.2,4,1,35,winter,0,0,0.795,0.283,0.1876
SIG01232,2,signal,SNT,DIV01,single,24.77,156,150,1.04,10.2,4,1,36,winter,0,0,0.795,0.283,0.2671
SIG01232,3,signal,SNT,DIV01,single,24.85,186,150,1.24,10.2,4,1,37,summer,0,1,0.795,0.283,0.3451
SIG01232,4,signal,SNT,DIV01,single,24.93,15,150,0.1,10.2,4,2,0,summer,0,0,0.795,0.283,0.0029
SIG01232,5,signal,SNT,DIV01,single,25.02,45,150,0.3,10.2,4,2,1,summer,1,0,0.795,0.283,0.0501
SIG01232,6,signal,SNT,DIV01,single,25.1,75,150,0.5,10.2,4,2,2,monsoon,1,0,0.795,0.283,0.1409
SIG01232,7,signal,SNT,DIV01,single,25.18,105,150,0.7,10.2,4,2,3,monsoon,1,0,0.795,0.283,0.2687
SIG01232,8,signal,SNT,DIV01,single,25.27,135,150,0.9,10.2,4,2,4,monsoon,1,1,0.795,0.283,0.4198
SIG01232,9,signal,SNT,DIV01,single,25.35,15,150,0.1,10.2,4,3,0,post_monsoon,0,0,0.795,0.283,0.0032
SIG01232,10,signal,SNT,DIV01,single,25.43,45,150,0.3,10.2,4,3,1,post_monsoon,0,0,0.795,0.283,0.0314
SIG01232,11,signal,SNT,DIV01,single,25.52,75,150,0.5,10.2,4,3,2,post_monsoon,0,0,0.795,0.283,0.0882
SIG01232,12,signal,SNT,DIV01,single,25.6,105,150,0.7,10.2,4,3,3,winter,0,0,0.795,0.283,0.1682
SIG01232,13,signal,SNT,DIV01,single,25.68,135,150,0.9,10.2,4,3,4,winter,0,1,0.795,0.283,0.2628
SIG01232,14,signal,SNT,DIV01,single,25.77,14,150,0.093,10.2,4,4,0,winter,0,0,0.795,0.283,0.003
SIG01232,15,signal,SNT,DIV01,single,25.85,44,150,0.293,10.2,4,4,1,summer,0,0,0.795,0.283,0.0329
SIG01232,16,signal,SNT,DIV01,single,25.93,74,150,0.493,10.2,4,4,2,summer,0,0,0.795,0.283,0.0944
SIG01232,17,signal,SNT,DIV01,single,26.02,104,150,0.693,10.2,4,4,3,summer,1,1,0.795,0.283,0.3217
SIG01232,18,signal,SNT,DIV01,single,26.1,10,150,0.067,10.2,4,5,0,monsoon,1,0,0.795,0.283,0.0029
SIG01232,19,signal,SNT,DIV01,single,26.18,40,150,0.267,10.2,4,5,1,monsoon,1,0,0.795,0.283,0.0522
SIG01232,20,signal,SNT,DIV01,single,26.27,70,150,0.467,10.2,4,5,2,monsoon,1,0,0.795,0.283,0.1632
SIG01232,21,signal,SNT,DIV01,single,26.35,100,150,0.667,10.2,4,5,3,post_monsoon,0,0,0.795,0.283,0.184
SIG01232,22,signal,SNT,DIV01,single,26.43,130,150,0.867,10.2,4,5,4,post_monsoon,0,0,0.795,0.283,0.2952
SIG01232,23,signal,SNT,DIV01,single,26.52,160,150,1.067,10.2,4,5,5,post_monsoon,0,0,0.795,0.283,0.414
SIG01233,0,signal,SNT,DIV01,single,6.9,40,150,0.267,10.2,5,1,2,winter,0,0,0.559,0.758,0.0152
SIG01233,1,signal,SNT,DIV01,single,6.98,70,150,0.467,10.2,5,1,3,winter,0,0,0.559,0.758,0.0475
SIG01233,2,signal,SNT,DIV01,single,7.07,100,150,0.667,10.2,5,1,4,winter,0,0,0.559,0.758,0.0949
SIG01233,3,signal,SNT,DIV01,single,7.15,130,150,0.867,10.2,5,1,5,summer,0,0,0.559,0.758,0.1523
SIG01233,4,signal,SNT,DIV01,single,7.23,160,150,1.067,10.2,5,1,6,summer,0,0,0.559,0.758,0.2137
SIG01233,5,signal,SNT,DIV01,single,7.32,190,150,1.267,10.2,5,1,7,summer,1,0,0.559,0.758,0.4599
SIG01233,6,signal,SNT,DIV01,single,7.4,23,150,0.153,10.2,5,1,8,monsoon,1,0,0.559,0.758,0.0082
SIG01233,7,signal,SNT,DIV01,single,7.48,53,150,0.353,10.2,5,1,9,monsoon,1,0,0.559,0.758,0.046
SIG01233,8,signal,SNT,DIV01,single,7.57,83,150,0.553,10.2,5,1,10,monsoon,1,0,0.559,0.758,0.1128
SIG01233,9,signal,SNT,DIV01,single,7.65,113,150,0.753,10.2,5,1,11,post_monsoon,0,1,0.559,0.758,0.1199
SIG01233,10,signal,SNT,DIV01,single,7.73,13,150,0.087,10.2,5,2,0,post_monsoon,0,0,0.559,0.758,0.0016
SIG01233,11,signal,SNT,DIV01,single,7.82,43,150,0.287,10.2,5,2,1,post_monsoon,0,0,0.559,0.758,0.0199
SIG01233,12,signal,SNT,DIV01,single,7.9,73,150,0.487,10.2,5,2,2,winter,0,0,0.559,0.758,0.0584
SIG01233,13,signal,SNT,DIV01,single,7.98,103,150,0.687,10.2,5,2,3,winter,0,0,0.559,0.758,0.1134
SIG01233,14,signal,SNT,DIV01,single,8.07,133,150,0.887,10.2,5,2,4,winter,0,0,0.559,0.758,0.179
SIG01233,15,signal,SNT,DIV01,single,8.15,163,150,1.087,10.2,5,2,5,summer,0,0,0.559,0.758,0.2485
SIG01233,16,signal,SNT,DIV01,single,8.23,193,150,1.287,10.2,5,2,6,summer,0,1,0.559,0.758,0.3153
SIG01233,17,signal,SNT,DIV01,single,8.32,13,150,0.087,10.2,5,3,0,summer,1,0,0.559,0.758,0.0031
SIG01233,18,signal,SNT,DIV01,single,8.4,43,150,0.287,10.2,5,3,1,monsoon,1,0,0.559,0.758,0.0374
SIG01233,19,signal,SNT,DIV01,single,8.48,73,150,0.487,10.2,5,3,2,monsoon,1,1,0.559,0.758,0.1094
SIG01233,20,signal,SNT,DIV01,single,8.57,3,150,0.02,10.2,5,4,0,monsoon,1,0,0.559,0.758,0.0002
SIG01233,21,signal,SNT,DIV01,single,8.65,33,150,0.22,10.2,5,4,1,post_monsoon,0,0,0.559,0.758,0.0141
SIG01233,22,signal,SNT,DIV01,single,8.73,63,150,0.42,10.2,5,4,2,post_monsoon,0,0,0.559,0.758,0.0531
SIG01233,23,signal,SNT,DIV01,single,8.82,93,150,0.62,10.2,5,4,3,post_monsoon,0,0,0.559,0.758,0.1143
SIG01234,0,signal,SNT,DIV01,single,28.8,35,150,0.233,10.2,4,0,25,winter,0,0,0.641,0.737,0.0136
SIG01234,1,signal,SNT,DIV01,single,28.88,65,150,0.433,10.2,4,0,26,winter,0,0,0.641,0.737,0.0482
SIG01234,2,signal,SNT,DIV01,single,28.97,95,150,0.633,10.2,4,0,27,winter,0,0,0.641,0.737,0.1013
SIG01234,3,signal,SNT,DIV01,single,29.05,125,150,0.833,10.2,4,0,28,summer,0,0,0.641,0.737,0.1673
SIG01234,4,signal,SNT,DIV01,single,29.13,155,150,1.033,10.2,4,0,29,summer,0,0,0.641,0.737,0.2391
SIG01234,5,signal,SNT,DIV01,single,29.22,185,150,1.233,10.2,4,0,30,summer,1,1,0.641,0.737,0.514
SIG01234,6,signal,SNT,DIV01,single,29.3,2,150,0.013,10.2,4,1,0,monsoon,1,0,0.641,0.737,0.0001
SIG01234,7,signal,SNT,DIV01,single,29.38,32,150,0.213,10.2,4,1,1,monsoon,1,0,0.641,0.737,0.0213
SIG01234,8,signal,SNT,DIV01,single,29.47,62,150,0.413,10.2,4,1,2,monsoon,1,0,0.641,0.737,0.0827
SIG01234,9,signal,SNT,DIV01,single,29.55,92,150,0.613,10.2,4,1,3,post_monsoon,0,0,0.641,0.737,0.1085
SIG01234,10,signal,SNT,DIV01,single,29.63,122,150,0.813,10.2,4,1,4,post_monsoon,0,0,0.641,0.737,0.1824
SIG01234,11,signal,SNT,DIV01,single,29.72,152,150,1.013,10.2,4,1,5,post_monsoon,0,1,0.641,0.737,0.2638
SIG01234,12,signal,SNT,DIV01,single,29.8,5,150,0.033,10.2,4,2,0,winter,0,0,0.641,0.737,0.0003
SIG01234,13,signal,SNT,DIV01,single,29.88,35,150,0.233,10.2,4,2,1,winter,0,0,0.641,0.737,0.0173
SIG01234,14,signal,SNT,DIV01,single,29.97,65,150,0.433,10.2,4,2,2,winter,0,0,0.641,0.737,0.0615
SIG01234,15,signal,SNT,DIV01,single,30.05,95,150,0.633,10.2,4,2,3,summer,0,1,0.641,0.737,0.1293
SIG01234,16,signal,SNT,DIV01,single,30.13,0,150,0.0,10.2,4,3,0,summer,0,0,0.641,0.737,0.0
SIG01234,17,signal,SNT,DIV01,single,30.22,30,150,0.2,10.2,4,3,1,summer,1,0,0.641,0.737,0.0231
SIG01234,18,signal,SNT,DIV01,single,30.3,60,150,0.4,10.2,4,3,2,monsoon,1,0,0.641,0.737,0.0962
SIG01234,19,signal,SNT,DIV01,single,30.38,90,150,0.6,10.2,4,3,3,monsoon,1,0,0.641,0.737,0.2143
SIG01234,20,signal,SNT,DIV01,single,30.47,120,150,0.8,10.2,4,3,4,monsoon,1,0,0.641,0.737,0.3651
SIG01234,21,signal,SNT,DIV01,single,30.55,150,150,1.0,10.2,4,3,5,post_monsoon,0,0,0.641,0.737,0.3208
SIG01234,22,signal,SNT,DIV01,single,30.63,180,150,1.2,10.2,4,3,6,post_monsoon,0,0,0.641,0.737,0.4216
SIG01234,23,signal,SNT,DIV01,single,30.72,210,150,1.4,10.2,4,3,7,post_monsoon,0,1,0.641,0.737,0.514
SIG01235,0,signal,SNT,DIV01,single,16.7,144,150,0.96,10.2,4,0,33,winter,0,0,0.718,0.626,0.183
SIG01235,1,signal,SNT,DIV01,single,16.78,174,150,1.16,10.2,4,0,34,winter,0,1,0.718,0.626,0.2449
SIG01235,2,signal,SNT,DIV01,single,16.87,7,150,0.047,10.2,4,1,0,winter,0,0,0.718,0.626,0.0005
SIG01235,3,signal,SNT,DIV01,single,16.95,37,150,0.247,10.2,4,1,1,summer,0,0,0.718,0.626,0.0149
SIG01235,4,signal,SNT,DIV01,single,17.03,67,150,0.447,10.2,4,1,2,summer,0,0,0.718,0.626,0.0502
SIG01235,5,signal,SNT,DIV01,single,17.12,97,150,0.647,10.2,4,1,3,summer,1,1,0.718,0.626,0.1729
SIG01235,6,signal,SNT,DIV01,single,17.2,15,150,0.1,10.2,4,2,0,monsoon,1,0,0.718,0.626,0.0042
SIG01235,7,signal,SNT,DIV01,single,17.28,45,150,0.3,10.2,4,2,1,monsoon,1,0,0.718,0.626,0.0419
SIG01235,8,signal,SNT,DIV01,single,17.37,75,150,0.5,10.2,4,2,2,monsoon,1,0,0.718,0.626,0.1177
SIG01235,9,signal,SNT,DIV01,single,17.45,105,150,0.7,10.2,4,2,3,post_monsoon,0,0,0.718,0.626,0.1341
SIG01235,10,signal,SNT,DIV01,single,17.53,135,150,0.9,10.2,4,2,4,post_monsoon,0,0,0.718,0.626,0.2095
SIG01235,11,signal,SNT,DIV01,single,17.62,165,150,1.1,10.2,4,2,5,post_monsoon,0,0,0.718,0.626,0.2887
SIG01235,12,signal,SNT,DIV01,single,17.7,195,150,1.3,10.2,4,2,6,winter,0,0,0.718,0.626,0.3645
SIG01235,13,signal,SNT,DIV01,single,17.78,17,150,0.113,10.2,4,2,7,winter,0,0,0.718,0.626,0.0033
SIG01235,14,signal,SNT,DIV01,single,17.87,47,150,0.313,10.2,4,2,8,winter,0,0,0.718,0.626,0.0276
SIG01235,15,signal,SNT,DIV01,single,17.95,77,150,0.513,10.2,4,2,9,summer,0,0,0.718,0.626,0.0746
SIG01235,16,signal,SNT,DIV01,single,18.03,107,150,0.713,10.2,4,2,10,summer,0,0,0.718,0.626,0.1399
SIG01235,17,signal,SNT,DIV01,single,18.12,137,150,0.913,10.2,4,2,11,summer,1,0,0.718,0.626,0.3623
SIG01235,18,signal,SNT,DIV01,single,18.2,167,150,1.113,10.2,4,2,12,monsoon,1,0,0.718,0.626,0.4959
SIG01235,19,signal,SNT,DIV01,single,18.28,197,150,1.313,10.2,4,2,13,monsoon,1,0,0.718,0.626,0.6229
SIG01235,20,signal,SNT,DIV01,single,18.37,10,150,0.067,10.2,4,2,14,monsoon,1,0,0.718,0.626,0.0018
SIG01235,21,signal,SNT,DIV01,single,18.45,40,150,0.267,10.2,4,2,15,post_monsoon,0,0,0.718,0.626,0.0199
SIG01235,22,signal,SNT,DIV01,single,18.53,70,150,0.467,10.2,4,2,16,post_monsoon,0,0,0.718,0.626,0.0623
