id,dept,asset_type,section_id,km_from,km_to,age_years,days_since_maintenance,maintenance_interval_days,criticality,annual_gmt,failures_3y
TRA00915,ENG,track_segment,BRCH01,12.29,12.79,10.3,275,180,3,16.6,0
TRA00916,ENG,track_segment,BRCH01,5.6,6.1,23.7,202,180,3,16.6,0
TRA00917,ENG,track_segment,BRCH01,0.85,1.35,12.9,236,180,2,16.6,0
TRA00918,ENG,track_segment,BRCH01,5.45,5.95,1.3,329,180,4,16.6,1
TRA00919,ENG,track_segment,BRCH01,5.17,5.67,29.0,288,180,4,16.6,1
TRA00920,ENG,track_segment,BRCH01,8.84,9.34,20.8,130,180,2,16.6,0
TRA00921,ENG,track_segment,BRCH01,2.07,2.57,16.6,141,180,3,16.6,0
TRA00922,ENG,track_segment,BRCH01,0.41,0.91,25.2,151,180,4,16.6,0
TRA00923,ENG,track_segment,BRCH01,7.97,8.47,13.9,146,180,4,16.6,1
LEV00924,ENG,level_crossing,BRCH01,5.95,5.95,11.9,161,120,4,16.6,0
BRI00925,ENG,bridge,BRCH01,12.24,12.24,13.8,648,365,5,16.6,0
SIG00926,SNT,signal,BRCH01,7.9,7.9,20.5,210,150,3,16.6,0
SIG00927,SNT,signal,BRCH01,13.97,13.97,30.4,114,150,4,16.6,1
SIG00928,SNT,signal,BRCH01,11.65,11.65,10.7,322,150,5,16.6,1
SIG00929,SNT,signal,BRCH01,12.84,12.84,12.4,282,150,4,16.6,1
SIG00930,SNT,signal,BRCH01,5.53,5.53,28.4,216,150,3,16.6,0
POI00931,SNT,point_machine,BRCH01,4.22,4.22,31.7,232,120,4,16.6,0
POI00932,SNT,point_machine,BRCH01,10.28,10.28,7.6,21,120,4,16.6,0
TRA00933,SNT,track_circuit,BRCH01,3.79,3.79,28.8,159,180,5,16.6,2
TRA00934,SNT,track_circuit,BRCH01,8.38,8.38,19.5,339,180,5,16.6,0
TRA00935,SNT,track_circuit,BRCH01,1.5,1.5,13.9,341,180,5,16.6,0
TRA00936,SNT,track_circuit,BRCH01,3.63,3.63,27.1,297,180,4,16.6,1
TRA00937,SNT,track_circuit,BRCH01,4.09,4.09,27.0,98,180,4,16.6,1
TRA00938,SNT,track_circuit,BRCH01,7.96,7.96,25.0,29,180,4,16.6,2
TRA00939,SNT,track_circuit,BRCH01,4.04,4.04,27.0,271,180,3,16.6,0
OHE00940,TRD,ohe_section,BRCH01,8.72,8.72,27.9,235,200,5,16.6,0
OHE00941,TRD,ohe_section,BRCH01,9.7,9.7,28.4,135,200,3,16.6,0
OHE00942,TRD,ohe_section,BRCH01,4.22,4.22,13.0,247,200,4,16.6,0
OHE00943,TRD,ohe_section,BRCH01,2.9,2.9,26.1,330,200,4,16.6,3
OHE00944,TRD,ohe_section,BRCH01,7.0,7.0,6.5,244,200,4,16.6,0
OHE00945,TRD,ohe_mast,BRCH01,6.42,6.42,5.6,137,365,3,16.6,0
OHE00946,TRD,ohe_mast,BRCH01,5.69,5.69,25.8,412,365,2,16.6,0
OHE00947,TRD,ohe_mast,BRCH01,12.99,12.99,15.7,324,365,2,16.6,1
OHE00948,TRD,ohe_mast,BRCH01,5.21,5.21,7.5,171,365,2,16.6,0
OHE00949,TRD,ohe_mast,BRCH01,9.12,9.12,10.7,306,365,2,16.6,0
OHE00950,TRD,ohe_mast,BRCH01,4.52,4.52,2.2,116,365,1,16.6,1
OHE00951,TRD,ohe_mast,BRCH01,13.5,13.5,25.9,343,365,1,16.6,0
OHE00952,TRD,ohe_mast,BRCH01,11.87,11.87,9.2,571,365,2,16.6,0
OHE00953,TRD,ohe_mast,BRCH01,11.53,11.53,20.7,633,365,3,16.6,1
OHE00954,TRD,ohe_mast,BRCH01,6.49,6.49,12.8,558,365,2,16.6,0
OHE00955,TRD,ohe_mast,BRCH01,7.45,7.45,29.4,495,365,3,16.6,2
OHE00956,TRD,ohe_mast,BRCH01,8.35,8.35,3.6,469,365,2,16.6,3
OHE00957,TRD,ohe_mast,BRCH01,0.71,0.71,24.1,570,365,2,16.6,0
OHE00958,TRD,ohe_mast,BRCH01,4.14,4.14,24.5,102,365,2,16.6,0
OHE00959,TRD,ohe_mast,BRCH01,11.51,11.51,27.6,445,365,2,16.6,0
OHE00960,TRD,ohe_mast,BRCH01,13.51,13.51,7.2,390,365,2,16.6,0
OHE00961,TRD,ohe_mast,BRCH01,4.11,4.11,10.0,19,365,2,16.6,1
OHE00962,TRD,ohe_mast,BRCH01,13.2,13.2,10.0,422,365,1,16.6,0
OHE00963,TRD,ohe_mast,BRCH01,13.7,13.7,32.0,734,365,3,16.6,2
OHE00964,TRD,ohe_mast,BRCH01,8.24,8.24,23.3,138,365,1,16.6,0
OHE00965,TRD,ohe_mast,BRCH01,6.39,6.39,23.2,489,365,1,16.6,1
TRA00966,ENG,track_segment,BRCH02,23.23,23.73,18.4,134,180,2,19.9,2
TRA00967,ENG,track_segment,BRCH02,21.85,22.35,12.6,216,180,2,19.9,1
TRA00968,ENG,track_segment,BRCH02,26.51,27.01,13.2,228,180,2,19.9,0
TRA00969,ENG,track_segment,BRCH02,18.41,18.91,23.9,199,180,2,19.9,0
TRA00970,ENG,track_segment,BRCH02,26.13,26.63,10.7,123,180,2,19.9,1
TRA00971,ENG,track_segment,BRCH02,28.38,28.88,15.6,134,180,4,19.9,0
TRA00972,ENG,track_segment,BRCH02,18.32,18.82,23.0,238,180,3,19.9,0
TRA00973,ENG,track_segment,BRCH02,18.11,18.61,21.5,60,180,2,19.9,1
TRA00974,ENG,track_segment,BRCH02,18.06,18.56,28.0,30,180,2,19.9,0
TRA00975,ENG,track_segment,BRCH02,22.22,22.72,20.7,395,180,3,19.9,3
TRA00976,ENG,track_segment,BRCH02,23.32,23.82,16.9,163,180,3,19.9,0
TRA00977,ENG,track_segment,BRCH02,15.39,15.89,15.6,218,180,3,19.9,0
TRA00978,ENG,track_segment,BRCH02,18.85,19.35,28.7,353,180,3,19.9,1
TRA00979,ENG,track_segment,BRCH02,24.98,25.48,21.1,330,180,3,19.9,0
TRA00980,ENG,track_segment,BRCH02,25.99,26.49,4.9,333,180,2,19.9,3
TRA00981,ENG,track_segment,BRCH02,20.12,20.62,13.9,357,180,4,19.9,0
TRA00982,ENG,track_segment,BRCH02,26.3,26.8,28.6,359,180,2,19.9,0
TRA00983,ENG,track_segment,BRCH02,16.42,16.92,18.2,45,180,3,19.9,0
TRA00984,ENG,track_segment,BRCH02,20.68,21.18,25.3,306,180,3,19.9,0
TRA00985,ENG,track_segment,BRCH02,27.0,27.5,13.4,222,180,3,19.9,0
TRA00986,ENG,track_segment,BRCH02,25.46,25.96,17.7,11,180,3,19.9,2
TRA00987,ENG,track_segment,BRCH02,27.66,28.16,27.0,340,180,2,19.9,3
TRA00988,ENG,track_segment,BRCH02,19.51,20.01,5.4,353,180,4,19.9,0
TRA00989,ENG,track_segment,BRCH02,25.68,26.18,5.3,220,180,4,19.9,1
TRA00990,ENG,track_segment,BRCH02,21.2,21.7,30.2,185,180,3,19.9,0
TRA00991,ENG,track_segment,BRCH02,17.59,18.09,25.7,285,180,3,19.9,2
TRA00992,ENG,track_segment,BRCH02,27.76,28.26,15.5,9,180,2,19.9,0
TRA00993,ENG,track_segment,BRCH02,20.08,20.58,2.7,156,180,2,19.9,1
TRA00994,ENG,track_segment,BRCH02,28.78,29.28,24.8,64,180,3,19.9,0
TRA00995,ENG,track_segment,BRCH02,20.42,20.92,13.4,332,180,3,19.9,0
LEV00996,ENG,level_crossing,BRCH02,27.34,27.34,12.7,37,120,3,19.9,0
BRI00997,ENG,bridge,BRCH02,27.12,27.12,8.6,451,365,5,19.9,1
SIG00998,SNT,signal,BRCH02,18.37,18.37,5.6,190,150,5,19.9,0
SIG00999,SNT,signal,BRCH02,26.11,26.11,20.4,98,150,5,19.9,3
SIG01000,SNT,signal,BRCH02,21.51,21.51,17.3,148,150,5,19.9,0
SIG01001,SNT,signal,BRCH02,28.44,28.44,7.6,179,150,5,19.9,1
SIG01002,SNT,signal,BRCH02,28.87,28.87,7.7,266,150,5,19.9,0
SIG01003,SNT,signal,BRCH02,17.38,17.38,14.4,96,150,3,19.9,1
POI01004,SNT,point_machine,BRCH02,18.58,18.58,9.1,234,120,5,19.9,2
POI01005,SNT,point_machine,BRCH02,17.98,17.98,15.5,79,120,5,19.9,0
TRA01006,SNT,track_circuit,BRCH02,19.01,19.01,13.9,40,180,4,19.9,0
TRA01007,SNT,track_circuit,BRCH02,27.99,27.99,9.7,368,180,3,19.9,0
TRA01008,SNT,track_circuit,BRCH02,25.33,25.33,23.9,91,180,5,19.9,0
TRA01009,SNT,track_circuit,BRCH02,28.12,28.12,28.2,134,180,5,19.9,0
TRA01010,SNT,track_circuit,BRCH02,19.87,19.87,3.3,325,180,4,19.9,2
TRA01011,SNT,track_circuit,BRCH02,16.29,16.29,23.2,22,180,4,19.9,0
TRA01012,SNT,track_circuit,BRCH02,18.96,18.96,7.9,246,180,5,19.9,0
OHE01013,TRD,ohe_section,BRCH02,21.31,21.31,20.7,35,200,5,19.9,1
OHE01014,TRD,ohe_section,BRCH02,18.17,18.17,28.5,181,200,5,19.9,3
OHE01015,TRD,ohe_section,BRCH02,14.77,14.77,3.6,308,200,4,19.9,0
OHE01016,TRD,ohe_section,BRCH02,20.98,20.98,2.9,274,200,3,19.9,0
OHE01017,TRD,ohe_section,BRCH02,27.4,27.4,2.9,255,200,4,19.9,2
OHE01018,TRD,ohe_section,BRCH02,26.0,26.0,25.8,432,200,4,19.9,2
OHE01019,TRD,ohe_mast,BRCH02,17.97,17.97,4.8,770,365,2,19.9,1
OHE01020,TRD,ohe_mast,BRCH02,14.51,14.51,13.7,650,365,2,19.9,0
OHE01021,TRD,ohe_mast,BRCH02,18.65,18.65,1.0,626,365,3,19.9,2
OHE01022,TRD,ohe_mast,BRCH02,20.74,20.74,10.8,595,365,1,19.9,1
OHE01023,TRD,ohe_mast,BRCH02,22.52,22.52,3.0,717,365,3,19.9,1
OHE01024,TRD,ohe_mast,BRCH02,17.16,17.16,10.5,141,365,2,19.9,3
OHE01025,TRD,ohe_mast,BRCH02,26.9,26.9,14.3,76,365,3,19.9,1
OHE01026,TRD,ohe_mast,BRCH02,27.23,27.23,7.8,338,365,2,19.9,0
OHE01027,TRD,ohe_mast,BRCH02,16.86,16.86,31.8,376,365,2,19.9,1
OHE01028,TRD,ohe_mast,BRCH02,20.7,20.7,0.9,666,365,3,19.9,0
OHE01029,TRD,ohe_mast,BRCH02,20.1,20.1,29.6,195,365,3,19.9,1
OHE01030,TRD,ohe_mast,BRCH02,20.84,20.84,19.6,700,365,2,19.9,2
OHE01031,TRD,ohe_mast,BRCH02,27.91,27.91,10.8,488,365,3,19.9,0
OHE01032,TRD,ohe_mast,BRCH02,25.86,25.86,16.7,284,365,2,19.9,2
OHE01033,TRD,ohe_mast,BRCH02,18.03,18.03,22.9,293,365,2,19.9,0
OHE01034,TRD,ohe_mast,BRCH02,14.76,14.76,19.0,560,365,2,19.9,1
OHE01035,TRD,ohe_mast,BRCH02,21.22,21.22,21.8,699,365,2,19.9,0
OHE01036,TRD,ohe_mast,BRCH02,24.88,24.88,10.9,76,365,2,19.9,0
OHE01037,TRD,ohe_mast,BRCH02,26.91,26.91,29.2,387,365,2,19.9,3
OHE01038,TRD,ohe_mast,BRCH02,19.12,19.12,3.8,507,365,3,19.9,1
OHE01039,TRD,ohe_mast,BRCH02,24.67,24.67,22.5,263,365,1,19.9,2
OHE01040,TRD,ohe_mast,BRCH02,25.44,25.44,5.2,434,365,2,19.9,3
TRA01041,ENG,track_segment,BRCH03,35.82,36.32,28.1,118,180,2,9.8,0
TRA01042,ENG,track_segment,BRCH03,35.51,36.01,28.0,353,180,2,9.8,1
TRA01043,ENG,track_segment,BRCH03,42.71,43.21,25.7,303,180,3,9.8,5
TRA01044,ENG,track_segment,BRCH03,41.14,41.64,19.4,368,180,4,9.8,0
TRA01045,ENG,track_segment,BRCH03,32.81,33.31,25.3,167,180,3,9.8,1
TRA01046,ENG,track_segment,BRCH03,37.38,37.88,15.4,300,180,3,9.8,1
TRA01047,ENG,track_segment,BRCH03,34.47,34.97,25.4,385,180,3,9.8,2
TRA01048,ENG,track_segment,BRCH03,37.87,38.37,24.3,86,180,4,9.8,0
TRA01049,ENG,track_segment,BRCH03,36.77,37.27,22.1,300,180,3,9.8,1
TRA01050,ENG,track_segment,BRCH03,41.5,42.0,0.9,153,180,3,9.8,0
TRA01051,ENG,track_segment,BRCH03,42.41,42.91,11.6,395,180,3,9.8,0
TRA01052,ENG,track_segment,BRCH03,42.13,42.63,18.3,53,180,3,9.8,0
TRA01053,ENG,track_segment,BRCH03,35.44,35.94,6.0,189,180,3,9.8,0
TRA01054,ENG,track_segment,BRCH03,30.47,30.97,7.5,271,180,3,9.8,0
TRA01055,ENG,track_segment,BRCH03,40.67,41.17,25.4,273,180,4,9.8,3
TRA01056,ENG,track_segment,BRCH03,32.98,33.48,17.7,121,180,3,9.8,0
TRA01057,ENG,track_segment,BRCH03,43.63,44.13,28.1,181,180,3,9.8,2
TRA01058,ENG,track_segment,BRCH03,34.49,34.99,5.3,352,180,2,9.8,2
TRA01059,ENG,track_segment,BRCH03,34.41,34.91,27.6,75,180,3,9.8,1
TRA01060,ENG,track_segment,BRCH03,39.07,39.57,6.7,65,180,3,9.8,0
TRA01061,ENG,track_segment,BRCH03,40.23,40.73,18.1,265,180,2,9.8,2
TRA01062,ENG,track_segment,BRCH03,30.74,31.24,25.9,16,180,4,9.8,1
TRA01063,ENG,track_segment,BRCH03,43.73,44.23,23.5,176,180,3,9.8,1
TRA01064,ENG,track_segment,BRCH03,43.08,43.58,8.4,15,180,3,9.8,0
TRA01065,ENG,track_segment,BRCH03,31.99,32.49,17.7,309,180,4,9.8,2
TRA01066,ENG,track_segment,BRCH03,39.17,39.67,13.7,221,180,2,9.8,0
TRA01067,ENG,track_segment,BRCH03,29.74,30.24,5.1,336,180,3,9.8,2
TRA01068,ENG,track_segment,BRCH03,35.97,36.47,31.0,294,180,4,9.8,1
TRA01069,ENG,track_segment,BRCH03,39.86,40.36,29.0,149,180,3,9.8,1
TRA01070,ENG,track_segment,BRCH03,32.73,33.23,20.4,51,180,3,9.8,0
LEV01071,ENG,level_crossing,BRCH03,32.86,32.86,3.8,174,120,4,9.8,0
BRI01072,ENG,bridge,BRCH03,40.16,40.16,1.4,228,365,5,9.8,0
SIG01073,SNT,signal,BRCH03,37.79,37.79,12.9,17,150,4,9.8,2
SIG01074,SNT,signal,BRCH03,30.84,30.84,2.0,85,150,4,9.8,0
SIG01075,SNT,signal,BRCH03,36.3,36.3,27.6,296,150,4,9.8,1
SIG01076,SNT,signal,BRCH03,39.3,39.3,20.6,237,150,3,9.8,1
SIG01077,SNT,signal,BRCH03,36.99,36.99,7.2,281,150,4,9.8,0
SIG01078,SNT,signal,BRCH03,39.03,39.03,11.1,245,150,4,9.8,0
POI01079,SNT,point_machine,BRCH03,37.62,37.62,22.7,208,120,5,9.8,1
POI01080,SNT,point_machine,BRCH03,39.41,39.41,15.4,211,120,5,9.8,1
TRA01081,SNT,track_circuit,BRCH03,37.53,37.53,12.5,262,180,4,9.8,2
TRA01082,SNT,track_circuit,BRCH03,34.0,34.0,11.0,44,180,4,9.8,0
TRA01083,SNT,track_circuit,BRCH03,40.92,40.92,8.5,379,180,4,9.8,0
TRA01084,SNT,track_circuit,BRCH03,42.73,42.73,0.8,158,180,5,9.8,0
TRA01085,SNT,track_circuit,BRCH03,43.4,43.4,1.6,248,180,4,9.8,0
TRA01086,SNT,track_circuit,BRCH03,43.81,43.81,24.5,263,180,3,9.8,0
TRA01087,SNT,track_circuit,BRCH03,40.66,40.66,30.4,345,180,4,9.8,1
OHE01088,TRD,ohe_section,BRCH03,43.16,43.16,31.1,395,200,4,9.8,1
OHE01089,TRD,ohe_section,BRCH03,43.87,43.87,10.6,52,200,4,9.8,0
OHE01090,TRD,ohe_section,BRCH03,38.12,38.12,7.0,107,200,3,9.8,0
OHE01091,TRD,ohe_section,BRCH03,30.83,30.83,21.9,433,200,3,9.8,0
OHE01092,TRD,ohe_section,BRCH03,33.94,33.94,20.8,144,200,4,9.8,2
OHE01093,TRD,ohe_section,BRCH03,41.67,41.67,2.4,24,200,3,9.8,0
OHE01094,TRD,ohe_mast,BRCH03,29.95,29.95,4.1,766,365,2,9.8,0
OHE01095,TRD,ohe_mast,BRCH03,42.83,42.83,28.8,17,365,2,9.8,0
OHE01096,TRD,ohe_mast,BRCH03,32.15,32.15,3.6,129,365,1,9.8,0
OHE01097,TRD,ohe_mast,BRCH03,36.75,36.75,1.7,442,365,2,9.8,0
OHE01098,TRD,ohe_mast,BRCH03,31.39,31.39,2.9,120,365,2,9.8,5
OHE01099,TRD,ohe_mast,BRCH03,40.91,40.91,21.2,676,365,3,9.8,2
OHE01100,TRD,ohe_mast,BRCH03,35.93,35.93,28.5,714,365,1,9.8,0
OHE01101,TRD,ohe_mast,BRCH03,33.67,33.67,26.7,725,365,3,9.8,2
OHE01102,TRD,ohe_mast,BRCH03,37.48,37.48,28.7,167,365,3,9.8,0
OHE01103,TRD,ohe_mast,BRCH03,34.83,34.83,6.7,71,365,2,9.8,1
OHE01104,TRD,ohe_mast,BRCH03,39.93,39.93,19.2,237,365,2,9.8,0
OHE01105,TRD,ohe_mast,BRCH03,33.84,33.84,2.7,366,365,2,9.8,0
OHE01106,TRD,ohe_mast,BRCH03,34.66,34.66,15.0,105,365,2,9.8,1
OHE01107,TRD,ohe_mast,BRCH03,42.64,42.64,9.1,403,365,2,9.8,0
OHE01108,TRD,ohe_mast,BRCH03,43.33,43.33,1.4,37,365,2,9.8,1
OHE01109,TRD,ohe_mast,BRCH03,36.35,36.35,3.8,515,365,3,9.8,0
OHE01110,TRD,ohe_mast,BRCH03,30.6,30.6,26.6,273,365,1,9.8,0
OHE01111,TRD,ohe_mast,BRCH03,41.89,41.89,1.0,632,365,2,9.8,0
OHE01112,TRD,ohe_mast,BRCH03,43.21,43.21,8.6,58,365,2,9.8,1
OHE01113,TRD,ohe_mast,BRCH03,41.6,41.6,11.0,128,365,1,9.8,1
OHE01114,TRD,ohe_mast,BRCH03,31.17,31.17,17.6,567,365,2,9.8,0
OHE01115,TRD,ohe_mast,BRCH03,42.38,42.38,0.7,536,365,2,9.8,1
TRA01116,ENG,track_segment,BRCH04,44.02,44.52,2.1,241,180,3,18.3,0
TRA01117,ENG,track_segment,BRCH04,56.52,57.02,10.8,175,180,3,18.3,0
TRA01118,ENG,track_segment,BRCH04,52.96,53.46,21.5,365,180,4,18.3,0
TRA01119,ENG,track_segment,BRCH04,49.38,49.88,11.4,159,180,4,18.3,1
TRA01120,ENG,track_segment,BRCH04,52.63,53.13,27.0,182,180,3,18.3,0
TRA01121,ENG,track_segment,BRCH04,50.96,51.46,8.5,55,180,3,18.3,1
TRA01122,ENG,track_segment,BRCH04,59.69,60.19,10.0,39,180,4,18.3,3
TRA01123,ENG,track_segment,BRCH04,57.74,58.24,21.1,366,180,2,18.3,5
TRA01124,ENG,track_segment,BRCH04,45.93,46.43,16.2,316,180,2,18.3,1
TRA01125,ENG,track_segment,BRCH04,56.72,57.22,15.5,360,180,2,18.3,0
TRA01126,ENG,track_segment,BRCH04,50.87,51.37,16.6,335,180,4,18.3,3
TRA01127,ENG,track_segment,BRCH04,56.51,57.01,3.8,253,180,3,18.3,0
TRA01128,ENG,track_segment,BRCH04,59.55,60.05,21.1,102,180,3,18.3,0
TRA01129,ENG,track_segment,BRCH04,44.61,45.11,4.2,309,180,3,18.3,0
TRA01130,ENG,track_segment,BRCH04,58.3,58.8,15.5,182,180,2,18.3,0
TRA01131,ENG,track_segment,BRCH04,50.0,50.5,8.6,254,180,3,18.3,1
TRA01132,ENG,track_segment,BRCH04,55.91,56.41,14.8,126,180,3,18.3,1
TRA01133,ENG,track_segment,BRCH04,47.44,47.94,15.5,284,180,3,18.3,0
TRA01134,ENG,track_segment,BRCH04,46.55,47.05,11.5,162,180,3,18.3,1
TRA01135,ENG,track_segment,BRCH04,47.24,47.74,9.8,139,180,2,18.3,1
TRA01136,ENG,track_segment,BRCH04,50.89,51.39,24.5,257,180,3,18.3,0
TRA01137,ENG,track_segment,BRCH04,52.81,53.31,11.7,136,180,2,18.3,0
TRA01138,ENG,track_segment,BRCH04,58.65,59.15,17.2,351,180,4,18.3,0
TRA01139,ENG,track_segment,BRCH04,44.44,44.94,16.9,370,180,2,18.3,2
TRA01140,ENG,track_segment,BRCH04,58.27,58.77,2.5,250,180,3,18.3,0
TRA01141,ENG,track_segment,BRCH04,53.75,54.25,18.8,104,180,4,18.3,0
TRA01142,ENG,track_segment,BRCH04,55.87,56.37,24.1,28,180,3,18.3,1
TRA01143,ENG,track_segment,BRCH04,55.82,56.32,24.0,119,180,3,18.3,0
TRA01144,ENG,track_segment,BRCH04,56.36,56.86,29.4,39,180,2,18.3,0
TRA01145,ENG,track_segment,BRCH04,57.29,57.79,4.5,48,180,3,18.3,0
TRA01146,ENG,track_segment,BRCH04,56.45,56.95,22.2,328,180,3,18.3,1
TRA01147,ENG,track_segment,BRCH04,44.07,44.57,15.3,285,180,2,18.3,0
LEV01148,ENG,level_crossing,BRCH04,47.4,47.4,10.1,219,120,2,18.3,3
BRI01149,ENG,bridge,BRCH04,58.86,58.86,26.5,198,365,5,18.3,0
SIG01150,SNT,signal,BRCH04,54.29,54.29,0.6,62,150,3,18.3,0
SIG01151,SNT,signal,BRCH04,59.79,59.79,29.5,67,150,4,18.3,3
SIG01152,SNT,signal,BRCH04,51.2,51.2,20.9,154,150,4,18.3,0
SIG01153,SNT,signal,BRCH04,53.05,53.05,30.9,209,150,4,18.3,1
SIG01154,SNT,signal,BRCH04,53.22,53.22,5.0,160,150,4,18.3,1
SIG01155,SNT,signal,BRCH04,52.16,52.16,15.5,164,150,5,18.3,1
POI01156,SNT,point_machine,BRCH04,47.33,47.33,4.4,147,120,5,18.3,5
POI01157,SNT,point_machine,BRCH04,53.88,53.88,19.5,110,120,4,18.3,2
TRA01158,SNT,track_circuit,BRCH04,52.44,52.44,10.9,50,180,3,18.3,0
TRA01159,SNT,track_circuit,BRCH04,45.86,45.86,23.7,34,180,5,18.3,3
TRA01160,SNT,track_circuit,BRCH04,44.85,44.85,7.7,325,180,3,18.3,5
TRA01161,SNT,track_circuit,BRCH04,54.01,54.01,21.8,30,180,5,18.3,0
TRA01162,SNT,track_circuit,BRCH04,45.6,45.6,2.3,142,180,4,18.3,0
TRA01163,SNT,track_circuit,BRCH04,49.56,49.56,23.1,317,180,5,18.3,0
TRA01164,SNT,track_circuit,BRCH04,53.79,53.79,28.7,136,180,3,18.3,0
TRA01165,SNT,track_circuit,BRCH04,51.36,51.36,22.9,19,180,3,18.3,3
OHE01166,TRD,ohe_section,BRCH04,47.04,47.04,7.6,72,200,5,18.3,0
OHE01167,TRD,ohe_section,BRCH04,44.75,44.75,11.9,176,200,4,18.3,2
OHE01168,TRD,ohe_section,BRCH04,51.28,51.28,18.0,90,200,4,18.3,1
OHE01169,TRD,ohe_section,BRCH04,56.63,56.63,15.8,131,200,4,18.3,5
OHE01170,TRD,ohe_section,BRCH04,55.93,55.93,10.4,284,200,3,18.3,0
OHE01171,TRD,ohe_section,BRCH04,49.56,49.56,26.3,155,200,3,18.3,0
OHE01172,TRD,ohe_mast,BRCH04,55.1,55.1,29.5,264,365,2,18.3,0
OHE01173,TRD,ohe_mast,BRCH04,48.94,48.94,9.7,786,365,3,18.3,1
OHE01174,TRD,ohe_mast,BRCH04,46.13,46.13,21.8,183,365,1,18.3,2
OHE01175,TRD,ohe_mast,BRCH04,53.69,53.69,30.6,371,365,2,18.3,0
OHE01176,TRD,ohe_mast,BRCH04,44.22,44.22,14.2,640,365,2,18.3,0
OHE01177,TRD,ohe_mast,BRCH04,51.64,51.64,8.0,472,365,3,18.3,1
OHE01178,TRD,ohe_mast,BRCH04,47.2,47.2,15.9,553,365,1,18.3,3
OHE01179,TRD,ohe_mast,BRCH04,59.76,59.76,30.1,759,365,2,18.3,0
OHE01180,TRD,ohe_mast,BRCH04,46.32,46.32,16.6,546,365,3,18.3,1
OHE01181,TRD,ohe_mast,BRCH04,59.42,59.42,5.7,263,365,1,18.3,2
OHE01182,TRD,ohe_mast,BRCH04,45.79,45.79,1.3,638,365,2,18.3,0
OHE01183,TRD,ohe_mast,BRCH04,57.16,57.16,12.9,688,365,2,18.3,0
OHE01184,TRD,ohe_mast,BRCH04,44.13,44.13,5.7,646,365,2,18.3,0
OHE01185,TRD,ohe_mast,BRCH04,51.33,51.33,23.6,751,365,2,18.3,2
OHE01186,TRD,ohe_mast,BRCH04,59.53,59.53,13.8,576,365,2,18.3,0
OHE01187,TRD,ohe_mast,BRCH04,44.22,44.22,21.1,135,365,3,18.3,0
OHE01188,TRD,ohe_mast,BRCH04,56.39,56.39,11.5,350,365,3,18.3,0
OHE01189,TRD,ohe_mast,BRCH04,59.28,59.28,11.3,626,365,2,18.3,0
OHE01190,TRD,ohe_mast,BRCH04,48.73,48.73,30.5,615,365,1,18.3,0
OHE01191,TRD,ohe_mast,BRCH04,46.98,46.98,19.5,753,365,2,18.3,0
OHE01192,TRD,ohe_mast,BRCH04,48.55,48.55,17.9,556,365,2,18.3,1
OHE01193,TRD,ohe_mast,BRCH04,47.62,47.62,27.8,211,365,2,18.3,0
OHE01194,TRD,ohe_mast,BRCH04,49.05,49.05,0.9,736,365,3,18.3,1
OHE01195,TRD,ohe_mast,BRCH04,52.46,52.46,30.5,610,365,2,18.3,1
TRA01196,ENG,track_segment,DIV01,108.44,108.94,29.8,23,180,3,10.2,1
TRA01197,ENG,track_segment,DIV01,118.38,118.88,18.2,87,180,3,10.2,0
TRA01198,ENG,track_segment,DIV01,112.06,112.56,10.9,78,180,3,10.2,0
TRA01199,ENG,track_segment,DIV01,105.46,105.96,28.2,124,180,4,10.2,0
TRA01200,ENG,track_segment,DIV01,107.63,108.13,3.7,230,180,3,10.2,0
TRA01201,ENG,track_segment,DIV01,112.47,112.97,26.3,119,180,2,10.2,1
TRA01202,ENG,track_segment,DIV01,116.52,117.02,19.7,346,180,2,10.2,2
TRA01203,ENG,track_segment,DIV01,114.03,114.53,14.6,330,180,3,10.2,0
TRA01204,ENG,track_segment,DIV01,114.85,115.35,2.5,12,180,4,10.2,0
TRA01205,ENG,track_segment,DIV01,112.62,113.12,14.9,308,180,3,10.2,0
TRA01206,ENG,track_segment,DIV01,110.33,110.83,5.5,329,180,4,10.2,0
TRA01207,ENG,track_segment,DIV01,105.65,106.15,16.5,79,180,2,10.2,5
TRA01208,ENG,track_segment,DIV01,104.86,105.36,15.3,267,180,3,10.2,3
TRA01209,ENG,track_segment,DIV01,108.39,108.89,3.4,7,180,3,10.2,0
TRA01210,ENG,track_segment,DIV01,106.62,107.12,1.2,359,180,3,10.2,1
TRA01211,ENG,track_segment,DIV01,109.48,109.98,27.2,334,180,4,10.2,0
TRA01212,ENG,track_segment,DIV01,115.06,115.56,9.2,384,180,2,10.2,0
TRA01213,ENG,track_segment,DIV01,103.17,103.67,23.8,221,180,3,10.2,3
TRA01214,ENG,track_segment,DIV01,107.85,108.35,20.7,325,180,2,10.2,1
TRA01215,ENG,track_segment,DIV01,116.87,117.37,17.6,170,180,3,10.2,1
TRA01216,ENG,track_segment,DIV01,107.11,107.61,27.6,149,180,3,10.2,0
TRA01217,ENG,track_segment,DIV01,115.53,116.03,1.7,287,180,3,10.2,2
TRA01218,ENG,track_segment,DIV01,106.1,106.6,5.7,91,180,3,10.2,0
TRA01219,ENG,track_segment,DIV01,115.16,115.66,18.8,237,180,4,10.2,1
TRA01220,ENG,track_segment,DIV01,111.79,112.29,20.6,185,180,2,10.2,0
